EDO,CARRETERA,TRAMO,RAMAL,TIPO DE RED,RUTA,CUERPOS,CARRILES,ORIGEN,DESTINO,km INICIAL,km FINAL,EFECTIVA,2 CARRILES,3 CARRILES,4 CARRILES,MAS DE 4 CARRILES,EQUIVALENTE,OBSERVACIONES
GRO,CHILPANCINGO - ACAPULCO ,CHILPANCINGO-ACAPULCO ,Libramiento Norte de Acapulco,B,95,1,2,,,0,21.1,21.1,21.1,,,,21.1,
GRO,CHILPANCINGO - ACAPULCO ,CHILPANCINGO-ACAPULCO ,Libramiento Norte de Acapulco (gaza I),B,95,1,2,,,0,0.08,,0.08,,,,0.08,
GRO,CHILPANCINGO - ACAPULCO ,CHILPANCINGO-ACAPULCO ,Libramiento Norte de Acapulco (gaza II),B,95,1,2,,,0,0.5,,0.5,,,,0.5,
GRO,CHILPANCINGO - ACAPULCO ,CHILPANCINGO-ACAPULCO ,Libramiento Norte de Acapulco (gaza III),B,95,1,2,,,0,0.026,,0.026,,,,0.026,
GRO,TOLUCA - CD. ALTAMIRANO,L÷M. EDOS. MEX./GRO.- L÷M. EDOS. MICH./GRO.,,S,134,1,2,,,148,201,53,53,,,,53,Hay 1 puente aclarar con MÇxico
GRO,TOLUCA - CD. ALTAMIRANO,L÷M. EDOS. MICH./GRO.- L÷M. EDOS. GRO./MICH.,,S,134,1,2,,CD. ALTAMIRANO,201,210.3,,,,,,,EDO. DE MICHOACµN
GRO,ZIHUATANEJO - BEJUCOS,ZHIHUATANEJO-CD. ALTAMIRANO-LIM. EDOS. GRO./MEX.,,S,134,2,4,CD. ALTAMIRANO,,0,0.101,0.101,,,0.101,,0.202,Entr. Mpio. Pungarabato  del 0.101 al 1.1000
GRO,ZIHUATANEJO - BEJUCOS,ZHIHUATANEJO-CD. ALTAMIRANO-LIM. EDOS. GRO./MEX.,,S,134,1,2,,T. ZIHUATANEJO,1.1,187.6,186.5,186.5,,,,186.5,
GRO,ZIHUATANEJO - BEJUCOS,ZHIHUATANEJO-CD. ALTAMIRANO-LIM. EDOS. GRO./MEX.,Acceso a Ciudad Altamirano,S,134,1,2,,,0,0.2,,,,,,,Entr. Mpio. Pungarabato  5/Sep/95
GRO,ZIHUATANEJO - BEJUCOS,ZHIHUATANEJO-CD. ALTAMIRANO-LIM. EDOS. GRO./MEX.,Ramal a Zacapuato,S,134,1,2,KM 171.2,ZACAPUATO,0,2,2,2,,,,2,
GRO,ZIHUATANEJO - BEJUCOS,ZHIHUATANEJO-CD. ALTAMIRANO-LIM. EDOS. GRO./MEX.,Acceso a Cutzamala,S,134,1,2,KM 195.6,CUTZAMALA,0,0.8,0.8,0.8,,,,0.8,
GRO,ZIHUATANEJO - BEJUCOS,ZHIHUATANEJO-CD. ALTAMIRANO-LIM. EDOS. GRO./MEX.,Ramal a Paso de Arena,S,134,1,2,KM 21.1,PASO DE ARENA,0,2.9,2.9,2.9,,,,2.9,
GRO,ZIHUATANEJO - BEJUCOS,ZHIHUATANEJO-CD. ALTAMIRANO-LIM. EDOS. GRO./MEX.,Ramal a Placeres del Oro,S,134,1,2,KM 32.8,PLACERES DEL ORO,0,2.7,2.7,2.7,,,,2.7,
GRO,ZIHUATANEJO - BEJUCOS,ZHIHUATANEJO-CD. ALTAMIRANO-LIM. EDOS. GRO./MEX.,Acceso a Vallecitos de Zaragoza,S,134,1,2,KM 139.0,VALLECITOS DE ZARAGOZA,0,0.8,0.8,0.8,,,,0.8,
GRO,ALPUYECA - GRUTAS DE CACAHUAMILPA,L÷M. EDOS. MOR./GRO.- G. DE CACAHUAMILPA,,S,166,1,2,,,42.4,49.3,6.9,6.9,,,,6.9,
GRO,ALPUYECA - GRUTAS DE CACAHUAMILPA,L÷M. EDOS. MOR./GRO.- G. DE CACAHUAMILPA,Ramal a Grutas de Cacahuamilpa,S,166,1,2,KM 48.3,GRUTAS DE CACAHUAMILPA,0,0.2,0.2,0.2,,,,0.2,
GRO,CHILPANCINGO - ATOYAC DE ALVAREZ,"CASA VERDE - ""T"" ATOYAC",,S,196,1,2,,,0,53,53,53,,,,53,Del 53.0 al 199.5 tramo Revestido
GRO,CHILPANCINGO - ATOYAC DE ALVAREZ,"CASA VERDE - ""T"" ATOYAC",,S,196,1,2,,,199.5,237,37.5,37.5,,,,37.5,
GRO,CHILPANCINGO - ATOYAC DE ALVAREZ,"CASA VERDE - ""T"" ATOYAC",Acceso a El Paraiso,S,196,1,2,KM 188.5,EL PARAISO,0,0.5,0.5,0.5,,,,0.5,
GRO,CHILPANCINGO - ATOYAC DE ALVAREZ,"CASA VERDE - ""T"" ATOYAC",Acceso a San Vicente de Benitez,S,196,1,2,KM 199.8,SAN VICENTE DE BENITEZ,0,0.5,0.5,0.5,,,,0.5,
GRO,CHILPANCINGO - ATOYAC DE ALVAREZ,"CASA VERDE - ""T"" ATOYAC",Calles de Atoyac,S,196,1,2,KM 232.6,ATOYAC,0,11,11,11,,,,11,
GRO,CHILPANCINGO - ATOYAC DE ALVAREZ,"CASA VERDE - ""T"" ATOYAC","""T"" Atoyac (gaza I)",S,196,1,2,KM 237.0,,0,0.1,,0.1,,,,0.1,
GRO,CHILPANCINGO - ATOYAC DE ALVAREZ,"CASA VERDE - ""T"" ATOYAC","""T"" Atoyac (gaza II)",S,196,1,2,KM 237.0,,0,0.1,,0.1,,,,0.1,
GRO,TIERRA COLORADA-  AYUTLA - CRUZ GRANDE,TIERRA COLORADA - CRUZ GRANDE,,S,198,1,2,TIERRA COLORADA,,0,81.8,81.8,81.8,,,,81.8,
GRO,TIERRA COLORADA-  AYUTLA - CRUZ GRANDE,TIERRA COLORADA - CRUZ GRANDE,,S,198,1,2,,CRUZ GRANDE,81.8,114.9,33.1,33.1,,,,33.1,Justificar  entrega del 0.0 al 81.8
GRO,ACAPULCO - PLAYA AZUL (ACAPULCO-ZIHUATANEJO) ,ACAPULCO - PIE DE LA CUESTA,,S,200,1,2,,,3.7,11,7.3,7.3,,,,7.3,
GRO,ACAPULCO - PLAYA AZUL (ACAPULCO-ZIHUATANEJO) ,PIE DE LA CUESTA - ZIHUATANEJO,,B,200,1,2,,,11,82,71,71,,,,71,
GRO,ACAPULCO - PLAYA AZUL (ACAPULCO-ZIHUATANEJO) ,PIE DE LA CUESTA - ZIHUATANEJO,,B,200,1,2,,,82,83,,,,,,,Ent. Mpio. San Jer¢nimo
GRO,ACAPULCO - PLAYA AZUL (ACAPULCO-ZIHUATANEJO) ,PIE DE LA CUESTA - ZIHUATANEJO,,B,200,1,2,,,83,205,122,122,,,,122,
GRO,ACAPULCO - PLAYA AZUL (ACAPULCO-ZIHUATANEJO) ,PIE DE LA CUESTA - ZIHUATANEJO,,B,200,1,2,,,205,209.1,,,,,,,Ent. Mpio. Petatl†n 21/jun/05
GRO,ACAPULCO - PLAYA AZUL (ACAPULCO-ZIHUATANEJO) ,PIE DE LA CUESTA - ZIHUATANEJO,,B,200,1,2,,,209.1,234.5,25.4,25.4,,,,25.4,
GRO,ACAPULCO - PLAYA AZUL (ACAPULCO-ZIHUATANEJO) ,PIE DE LA CUESTA - ZIHUATANEJO,,B,200,2,4,,,234.5,238.09,3.59,,,3.59,,7.18,
GRO,ACAPULCO - PLAYA AZUL (ACAPULCO-ZIHUATANEJO) ,PIE DE LA CUESTA - ZIHUATANEJO,,B,200,1,2,,,238.09,239.8,1.71,1.71,,,,1.71,
GRO,ZIHUATANEJO- PLAYA AZUL,ZIHUATANEJO - L÷M. EDOS. GRO./MICH.,,B,200,2,4,ZIHUATANEJO,PLAYA AZUL,1.16,3.6,2.44,,,2.44,,4.88,Justificar del 0.0 al 1.16 y 3.6 al 3.9
GRO,ZIHUATANEJO- PLAYA AZUL,ZIHUATANEJO - L÷M. EDOS. GRO./MICH.,,B,200,1,2,,,3.9,102,98.1,98.1,,,,98.1,Cortina Presa Morelos
GRO,ZIHUATANEJO- PLAYA AZUL,ZIHUATANEJO - L÷M. EDOS. GRO./MICH.,Boulevard Ixtapa-Zihuatanejo-Aeropuerto,B,200,2,4,,,0,5.458,5.458,,,5.458,,10.916,
GRO,ZIHUATANEJO- PLAYA AZUL,ZIHUATANEJO - L÷M. EDOS. GRO./MICH.,Santa Rosa - Hacienda de Caba§as,S,200,1,2,KM 80+950,HACIENDA DE CABA•AS,0,5,5,5,,,,5,
GRO,ZIHUATANEJO- PLAYA AZUL,ZIHUATANEJO - L÷M. EDOS. GRO./MICH.,Acceso a San Jer¢nimo,S,200,1,2,KM 82+200,SAN JER‡NIMO,0,0.9,0.9,0.9,,,,0.9,
GRO,ZIHUATANEJO- PLAYA AZUL,ZIHUATANEJO - L÷M. EDOS. GRO./MICH.,Ramal a Tetitl†n,S,200,1,2,KM 97+600,TETITLµN,0,5.6,5.6,5.6,,,,5.6,
GRO,ZIHUATANEJO- PLAYA AZUL,ZIHUATANEJO - L÷M. EDOS. GRO./MICH.,Calles de Tecpan,S,200,1,2,KM 103+300,CALLES DE TECPAN,0,2.2,2.2,2.2,,,,2.2,
GRO,ZIHUATANEJO- PLAYA AZUL,ZIHUATANEJO - L÷M. EDOS. GRO./MICH.,Ramal a TÇnexpa,S,200,1,2,KM 111+800,TENEXPA,0,2.9,2.9,2.9,,,,2.9,
GRO,ZIHUATANEJO- PLAYA AZUL,ZIHUATANEJO - L÷M. EDOS. GRO./MICH.,Paso por Nuxco,S,200,1,2,KM 119+000,PASO POR NUXCO,0,5,5,5,,,,5,
GRO,ZIHUATANEJO- PLAYA AZUL,ZIHUATANEJO - L÷M. EDOS. GRO./MICH.,Puerto General Vicente Guerrero,S,200,1,2,KM 156+600,PTO. GRAL. VICENTE GUERRERO,0,1.8,1.8,1.8,,,,1.8,
GRO,ZIHUATANEJO- PLAYA AZUL,ZIHUATANEJO - L÷M. EDOS. GRO./MICH.,Aeropuerto de Zihuatanejo,S,200,1,2,KM 230+000,AEROPUERTO ZIHUATANEJO,0,1.5,1.5,1.5,,,,1.5,
GRO,ZIHUATANEJO- PLAYA AZUL,ZIHUATANEJO - L÷M. EDOS. GRO./MICH.,Ramal a la Playa Majahua,S,200,1,2,KM 3.6,PLAYA MAJAHUA,0,2.1,2.1,2.1,,,,2.1,
GRO,ZIHUATANEJO- PLAYA AZUL,ZIHUATANEJO - L÷M. EDOS. GRO./MICH.,Ramal a La Uni¢n,S,200,1,2,KM 52.3,LA UNI‡N,0,6.1,6.1,6.1,,,,6.1,
GRO,ZIHUATANEJO- PLAYA AZUL,ZIHUATANEJO - L÷M. EDOS. GRO./MICH.,Paso por Pantla,B,200,1,2,KM 18+600,PASO POR PANTLA,0,8,8,8,,,,8,Se recibi¢ de DGCF 26/Jul/06
GRO,ZIHUATANEJO- PLAYA AZUL,ZIHUATANEJO - L÷M. EDOS. GRO./MICH.,Paso por Lagunillas,B,200,1,2,KM 31+800,PASO POR LAGUNILLAS,0,3.6,3.6,3.6,,,,3.6,Se recibi¢ de DGCF 21/jun/06
GRO,ZIHUATANEJO- PLAYA AZUL,ZIHUATANEJO - L÷M. EDOS. GRO./MICH.,Paso por El Chico,B,200,1,2,KM 56+600,PASO POR EL CHICO,0,3,3,3,,,,3,Se recibi¢ de DGCF 26/Jul/06
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,,S,200,2,4,,,0,4.58,4.58,,,4.58,,9.16,
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,,B,200,1,2,,,4.58,7.8,3.22,3.22,,,,3.22,Tramo en Litigio.
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,,B,200,2,4,,,7.8,20.3,12.5,,,12.5,,25,Se moderniz¢ 4C el 4/Mayo/2012
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,,B,200,1,2,,,20.3,57.153,36.853,36.853,,,,36.853,Del 57.15 al 60.06 ent. Mpio. (2.91) 2001
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,,B,200,1,2,,,60.066,78.6,18.534,18.534,,,,18.534,
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,,B,200,2,4,,,78.6,81,2.4,,,2.4,,4.8,Se moderniz¢ 4C el 4/Mayo/2012
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,,B,200,1,2,,,81,198,117,117,,,,117,Del 198.0 al 202.7 ent. Mpio. (4.7) 1998
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,,B,200,1,2,,,202.7,207.8,5.1,5.1,,,,5.1,
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,Glorieta Las Cruces (paso a desnivel) (gaza),S,200,1,2,,,0,0.1,,0.1,,,,0.1,
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,San Juan de los Llanos-Ometepec (Ramal a Ometepec),S,200,1,2,KM 174.5,OMETEPEC,0,11,11,11,,,,11,
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,San Juan de los Llanos-Ometepec (Ramal a Ometepec),S,200,1,2,,,11,15.2,,,,,,,Ent. Mpio. Ometepec 16/jun/05
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,Ometepec (gaza),S,200,1,2,KM 174.5,,0,0.1,,0.1,,,,0.1,
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,Cayacos - Las Horquetas,S,200,2,4,KM 4.6,HORQUETAS,0,6.9,6.9,,,6.9,,13.8,
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,Cayacos - Las Horquetas,S,200,1,2,,,13.728,42.4,28.672,28.672,,,,28.672,
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,Boulevard Solidaridad,S,200,1,2,KM 4.6,HORQUETAS,6.9,7.196,0.296,0.296,,,,0.296,
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,Boulevard Solidaridad,S,200,2,4,KM 4.6,HORQUETAS,7.196,13.728,6.532,,,6.532,,13.064,
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,Distribuidor Vial (gaza),S,200,1,2,,,0,0.237,,0.237,,,,0.237,
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,Acceso a Puerto MarquÇs,S,200,1,2,KM 6.9,PUERTO MARQUêS,0,1,1,1,,,,1,
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,Aeropuerto de Acapulco,B,200,1,2,KM 13.9,AEROPUERTO JUAN  µLVAREZ,0,1,1,1,,,,1,"Redportan red ""S"""
GRO,ACAPULCO - PINOTEPA NACIONAL,LAS CRUCES - L÷M. EDOS. GRO./OAX.,Las Horquetas  (gaza),S,200,1,2,,,0,0.2,,0.2,,,,0.2,
HGO,PACHUCA - QUERêTARO,"""T"". PORTEZUELO - L÷M. EDOS. HGO./QRO.",,B,45,2,4,,,0,13,13,,,13,,26,
HGO,PACHUCA - QUERêTARO,"""T"". PORTEZUELO - L÷M. EDOS. HGO./QRO.",,B,45,1,2,,,13,43.7,30.7,30.7,,,,30.7,
HGO,PACHUCA - QUERêTARO,"""T"". PORTEZUELO - L÷M. EDOS. HGO./QRO.",,B,45,1,2,,,52.9,71.66,18.76,18.76,,,,18.76,Ver el l°mite (71.4 en Qro.)
HGO,PACHUCA - QUERêTARO,Libramiento de Huichapan,,B,45,2,4,KM 43+700,KM 52+900,0,9.2,9.2,,,9.2,,18.4,
HGO,PACHUCA - QUERêTARO,Diversos PIVÔS (gaza),,B,45,1,2,,,0,71.66,,2.1,,,,2.1,Ent. Mod. 13/Nov/2012
HGO,MêXICO - QUERêTARO,ENTR. JOROBAS - TULA,,S,57,1,2,,,0,5.9,,,,,,,PERTENECE AL EDO. DE MêXICO
HGO,MêXICO - QUERêTARO,ENTR. JOROBAS - TULA,,S,57,2,4,,,5.9,15,9.1,,,9.1,,18.2,Modernizaci¢n a 4C 31/may/06
HGO,MêXICO - QUERêTARO,ENTR. JOROBAS - TULA,,S,57,2,4,,,15,30,15,,,15,,30,
HGO,MêXICO - QUERêTARO,ENTR. JOROBAS - TULA,Progreso,S,57,1,2,,,,,,,,,,,Ent. Gob. del Estado 12/may/04
HGO,MêXICO - QUERêTARO,ENTR. JOROBAS - TULA,PÇmex ,S,57,1,2,,,,,,,,,,,Ent. Gob. del Estado 12/may/04
HGO,MêXICO - QUERêTARO,ENTR. JOROBAS - TULA,Salida de Emergencia,S,57,1,2,,,,,,,,,,,Ent. Gob. del Estado 12/may/04
HGO,MêXICO - QUERêTARO,ENTR. JOROBAS - TULA,PÇmex II,S,57,1,2,,,,,,,,,,,Ent. Gob. del Estado 12/may/04
HGO,MêXICO - QUERêTARO,ENTR. JOROBAS - TULA,Libramiento de Tula,,57,1,2,,,,,,,,,,,Ent. Gob. del Estado 27/jun/00
HGO,MêXICO - QUERêTARO,ENTR. JOROBAS - TULA,Entr. Tula I,S,57,1,2,,,,,,,,,,,Ent. Gob. del Estado 12/may/04
HGO,MêXICO - QUERêTARO,ENTR. JOROBAS - TULA,Entr. Tula II,S,57,1,2,,,,,,,,,,,Ent. Gob. del Estado 12/may/04
HGO,MêXICO - QUERêTARO,ENTR. JOROBAS - TULA,Tepej° del R°o-La Ca§ada,S,57,1,2,KM 68.90,,6,20,,,,,,,Ent. Gob. del Estado 27/jun/00
HGO,MêXICO - QUERêTARO,ENTR. JOROBAS - TULA,Acceso a Tepej° del R°o,,57,1,2,,,,,,,,,,,Ent. Gob. del Estado 27/jun/00
HGO,MêXICO - QUERêTARO,ENTR. JOROBAS - TULA,Entr. Jilotepec,S,57,1,2,KM  20.0,,0,0.6,,,,,,,Ent. Gob. del Estado 12/may/04
HGO,MêXICO - PACHUCA,L÷M. EDOS.MêX./HGO.- TIZAYUCA II,,B,85,1,2,,,49.3,54.6,,,,,,,Ent. Gob. del Estado 27/jun/00
HGO,MêXICO - PACHUCA,L÷M. EDOS.MêX./HGO.- TIZAYUCA II,,B,85,1,2,MêXICO,,54.6,58.18,3.58,3.58,,,,3.58,
HGO,MêXICO - PACHUCA,ENTR. TIZAYUCA II - PACHUCA,,B,85,2,4,MêXICO,,58,78.3,20.3,,,20.3,,40.6,
HGO,MêXICO - PACHUCA,ENTR. TIZAYUCA II - PACHUCA,Escuela Hijos del EjÇrcito,,,,,,,,,,,,,,,Ent. Gob. del Estado 27/jun/00
HGO,MêXICO - PACHUCA,ENTR. TIZAYUCA II - PACHUCA,Acceso a Central Camionera,,,,,,,,,,,,,,,
HGO,MêXICO - PACHUCA,ENTR. TIZAYUCA II - PACHUCA,Libramiento de Pachuca,,,,,,,,,,,,,,,
HGO,MêXICO - PACHUCA,ENTR. TIZAYUCA II - PACHUCA,TrÇboles del Lib. de Pachuca,,,,,,,,,,,,,,,
HGO,PACHUCA - CD. VALLES,"""T"" COLONIA - T. PORTEZUELO",,B,85,2,4,,,0,8.2,,,,,,,Entregado al Gobierno del Estado
HGO,PACHUCA - CD. VALLES,"""T"" COLONIA - T. PORTEZUELO",,B,85,2,4,T. A PACHUCA,,8.2,32,23.8,,,23.8,,47.6,
HGO,PACHUCA - CD. VALLES,"""T"" COLONIA - T. PORTEZUELO",,B,85,2,4,,,32,37,,,,,,,Ent. Gob. del Estado 12/mayo/04
HGO,PACHUCA - CD. VALLES,PASO POR ACTOPAN,,B,85,2,4,,,37,40,3,,,3,,6,Mod. Gob. Edo. 12/Abril/05
HGO,PACHUCA - CD. VALLES,PASO POR ACTOPAN,,B,85,2,4,,,40,71,31,,,31,,62,
HGO,PACHUCA - CD. VALLES,PASO POR ACTOPAN,,B,85,2,4,,,71,76,5,,,5,,10,
HGO,PACHUCA - CD. VALLES,PASO POR ACTOPAN,,B,85,2,4,,PORTEZUELO,76,81,5,,,5,,10,Mod. Gob. Edo. 12/Abril/05
HGO,PACHUCA - CD. VALLES,"""T"" PORTEZUELO - L÷M. EDOS. HGO./S.L.P.",,S,85,1,2,,,81,251.9,170.9,170.9,,,,170.9,
HGO,,,Paso por Actopan,,,,,,,,,,,,,,,Ent. Gob. Del Estado 27/jun/00
HGO,,,Santa Catarina-Pachuca,,,,,,,,,,,,,,,
HGO,,,Calles de Ixmiquilpan,,,,,,,,,,,,,,,
HGO,,,Paso por Tasquillo,,,,,,,,,,,,,,,
HGO,,,Paso por Zimap†n,,,,,,,,,,,,,,,
HGO,,,Jacala,,,,,,,,,,,,,,,
HGO,PACHUCA - CALPULALPAN,PACHUCA - CD. SAHAGÈN,,B,88,2,4,PACHUCA,,7.8,29.2,21.4,,,21.4,,42.8,
HGO,PACHUCA - CALPULALPAN,PACHUCA - CD. SAHAGÈN,,B,88,2,4,,,29.2,39.5,10.3,,,10.3,,20.6,
HGO,PACHUCA - CALPULALPAN,PACHUCA - CD. SAHAGÈN,,B,88,2,4,,CD. SAHAGÈN,39.5,45.49,5.99,,,5.99,,11.98,Mod. Gob. Edo. 13/Nov/2012
HGO,PACHUCA - CALPULALPAN,CD. SAHAGÈN (EL FRAILE) - EMILIANO ZAPATA,,B,88,2,4,CD. SAHAGÈN,,4,6,2,,,2,,4,
HGO,PACHUCA - CALPULALPAN,CD. SAHAGÈN (EL FRAILE) - EMILIANO ZAPATA,,B,88,2,4,,,6,8,2,,,2,,4,
HGO,PACHUCA - CALPULALPAN,CD. SAHAGÈN (EL FRAILE) - EMILIANO ZAPATA,,B,88,1,2,,,8,14,6,6,,,,6,
HGO,PACHUCA - CALPULALPAN,EMILIANO ZAPATA - L÷M. EDOS. HGO./TLAX.,,B,88,1,2,CD. SAHAGÈN,,16.7,20.2,3.5,3.5,,,,3.5,
HGO,µLAMO - HUEJUTLA DE REYES,ATLAPEXCO - HUEJUTLA,,S,102,1,2,µLAMO,HUEJUTLA,113.86,132.22,,,,,,,Ent. Gob. del Estado
HGO,µLAMO - HUEJUTLA DE REYES,ATLAPEXCO - HUEJUTLA,Huautla,S,102,1,2,KM 114.285,,0,7,,,,,,,Ent. Gob. del Estado 12/may/04
HGO,µLAMO - HUEJUTLA DE REYES,ATLAPEXCO - HUEJUTLA,Atlapexco,S,102,1,2,,,0,1,,,,,,,Ent. Gob. del Estado 27/jun/00
HGO,HUEJUTLA - CHICONTEPEC - ALAMO (TRES  HUASTECAS),BENITO JUµREZ - LIM. EDOS. VER./HGO.,,S,102,1,2,,,87.63,89.92,,2.29,,,,2.29,PERTENECE A VERACRUZ
HGO,HUEJUTLA - CHICONTEPEC - ALAMO (TRES  HUASTECAS),LIM. EDOS. VER./HGO. - ATLAPEXCO,,S,102,1,2,,,89.92,102.26,12.34,12.34,,,,12.34,En el km 102+255 se iguala con el km 104+880
HGO,HUEJUTLA - CHICONTEPEC - ALAMO (TRES  HUASTECAS),LIM. EDOS. VER./HGO. - ATLAPEXCO,,S,102,1,2,,,104.88,114.3,9.42,9.42,,,,9.42,En el km 104+880 se iguala con el km 102+255
HGO,TAMAZUNCHALE - HUEJUTLA DE REYES,SAN FELIPE ORIZATLAN - HUEJUTLA,,S,102,1,2,S. F.  ORIZATLµN,HUEJUTLA,0,20,,,,,,,Ent. Gob. del Estado
HGO,TAMAZUNCHALE - HUEJUTLA DE REYES,SAN FELIPE ORIZATLAN - HUEJUTLA,Ramal a Jaltocan,S,102,1,2,,,,,,,,,,,Ent. Gob. del Estado 27/jun/00
HGO,PACHUCA - TAMPICO,PACHUCA - L÷M. EDOS. HGO./VER. ,,S,105,1,2,PACHUCA,,4.5,22.4,17.9,17.9,,,,17.9,
HGO,PACHUCA - TAMPICO,PACHUCA - L÷M. EDOS. HGO./VER. ,,S,105,2,4,,,22.4,30,7.6,,,7.6,,15.2,
HGO,PACHUCA - TAMPICO,PACHUCA - L÷M. EDOS. HGO./VER. ,,S,105,1,2,,,30,30.3,0.3,0.3,,,,0.3,
HGO,PACHUCA - TAMPICO,PACHUCA - L÷M. EDOS. HGO./VER. ,,S,105,1,2,,,30.3,35.4,,,,,,,Ent. Gob. del Estado
HGO,PACHUCA - TAMPICO,PACHUCA - L÷M. EDOS. HGO./VER. ,,S,105,1,2,,LIM. EDOS. HGO./VER.,35.4,212.5,177.1,177.1,,,,177.1,
HGO,PACHUCA - TAMPICO,PACHUCA - L÷M. EDOS. HGO./VER. ,Paso por Real del Monte,S,105,1,2,,,,,,,,,,,Ent. Gob. del Estado 27/jun/00
HGO,PACHUCA - TAMPICO,PACHUCA - L÷M. EDOS. HGO./VER. ,Paso por Zacualtip†n,S,105,1,2,,,,,,,,,,,Ent. Gob. del Estado 27/jun/00
HGO,PACHUCA - TAMPICO,PACHUCA - L÷M. EDOS. HGO./VER. ,Ramal a Tianguistengo,S,105,1,2,KM 98.25,,0,13.2,,,,,,,Ent. Gob. del Estado 12/may/04
HGO,PACHUCA - TAMPICO,PACHUCA - L÷M. EDOS. HGO./VER. ,Molango,S,105,1,2,,,,,,,,,,,Ent. Gob. del Estado 27/jun/00
HGO,PACHUCA - TAMPICO,PACHUCA - L÷M. EDOS. HGO./VER. ,Laguna Atezca,S,105,1,2,,,,,,,,,,,Ent. Gob. del Estado 27/jun/00
HGO,PACHUCA - TAMPICO,PACHUCA - L÷M. EDOS. HGO./VER. ,Xochicoatll†n,S,105,1,2,,,0,12.5,,,,,,,Ent. Gob. del Estado 12/may/04
HGO,PACHUCA - TAMPICO,PACHUCA - L÷M. EDOS. HGO./VER. ,Otongo,S,105,1,2,KM 157.5,,0,12,,,,,,,Ent. Gob. del Estado 12/may/04
HGO,PACHUCA - TAMPICO,PACHUCA - L÷M. EDOS. HGO./VER. ,Libramiento de Atotonilco El Grande,S,105,1,2,KM 30.1,,0,6.3,6.3,6.3,,,,6.3,
HGO,PACHUCA - TAMPICO,PACHUCA - L÷M. EDOS. HGO./VER. ,Diversos PIVÔS (gaza),S,105,1,2,,,4.5,212.5,,8.22,,,,8.22,
HGO,APIZACO - TEJOCOTAL,"L÷M. EDOS. PUE./HGO. - ""T"" TEJOCOTAL",,B,119,1,2,APIZACO,,110.46,113.07,2.61,2.61,,,,2.61,
HGO,PACHUCA - TUXPAN,PACHUCA - T. TEJOCOTAL,,B,130,2,4,PACHUCA,,10.2,24.8,14.6,,,14.6,,29.2,
HGO,PACHUCA - TUXPAN,PACHUCA - T. TEJOCOTAL,,B,130,2,4,,,24.8,39,14.2,,,14.2,,28.4,
HGO,PACHUCA - TUXPAN,PACHUCA - T. TEJOCOTAL,,B,130,1,2,,,39,50,,,,,,,Ent. Gob. del Estado 12/may/04
HGO,PACHUCA - TUXPAN,PACHUCA - T. TEJOCOTAL,,B,130,1,2,,T. TEJOCOTAL,50,80.62,30.62,30.62,,,,30.62,
HGO,PACHUCA - TUXPAN,T. TEJOCOTAL-LIM. EDOS. HGO./PUE.,,B,130,1,2,T.  TEJOCOTAL,L÷M. EDOS. HGO./PUE.,80.62,82.9,2.28,2.28,,,,2.28,
HGO,PACHUCA - TUXPAN,T. TEJOCOTAL-LIM. EDOS. HGO./PUE.,Paso por Pachuquilla,,,,,,,,,,,,,,,Ent. Gob. del Estado 27/jun/00
